"payment_id","customer_id","film_id","store_id","datetime_id","amount"
3423,127,163,1,8713,4.99
3424,127,545,2,8714,6.99
3425,127,892,1,8715,6.99
3426,127,264,1,8716,2.99
3427,127,715,1,8717,10.99
3428,127,778,1,8718,7.99
3429,127,549,1,8719,0.99
3430,127,518,2,8720,4.99
3431,127,645,2,8721,2.99
3432,127,5,2,8722,4.99
3433,127,394,1,8723,2.99
3434,127,230,2,8724,2.99
3435,127,478,1,8725,2.99
3436,127,190,1,8726,5.99
3437,127,930,2,8727,5.99
3438,128,86,2,8728,5.99
3439,128,582,2,8729,2.99
3440,128,260,2,8730,7.99
3441,128,511,1,8731,0.99
3442,128,797,1,8732,0.99
3443,128,869,2,8733,5.99
3444,128,333,1,8734,2.99
3445,128,321,1,8735,4.99
3446,128,774,2,8736,4.99
3447,128,452,2,8737,2.99
3448,128,522,2,8738,6.99
3449,128,600,2,8739,2.99
3450,128,859,2,8740,4.99
3451,128,638,2,8741,2.99
3452,128,785,2,8742,5.99
3453,128,362,2,8743,2.99
3454,128,241,1,8744,5.99
3455,128,56,2,8745,2.99
3456,128,356,1,8746,3.99
3457,128,132,1,8747,2.99
3458,128,361,1,8748,2.99
3459,128,374,2,8749,2.99
3460,128,723,2,8750,2.99
3461,128,864,2,8751,0.99
3462,128,821,2,8752,0.99
3463,128,278,2,8753,5.99
3464,128,809,1,8754,0.99
3465,128,22,2,8755,2.99
3466,128,976,2,8756,0.99
3467,128,98,1,8757,8.99
3468,128,42,1,8758,3.99
3469,128,300,1,8759,8.99
3470,129,496,2,8760,0.99
3471,129,717,1,8761,3.99
3472,129,663,2,8762,0.99
3473,129,808,2,8763,4.99
3474,129,961,1,8764,4.99
3475,129,664,1,8765,3.99
3476,129,696,1,8766,0.99
3477,129,328,2,8767,4.99
3478,129,925,2,8768,0.99
3479,129,304,2,8769,2.99
3480,129,790,1,8770,0.99
3481,129,660,1,8771,2.99
3482,129,970,1,8772,0.99
3483,129,797,1,8773,0.99
3484,129,159,2,8774,4.99
3485,129,408,1,8775,4.99
3486,129,231,1,8776,2.99
3487,129,967,2,8777,4.99
3488,129,77,1,8778,7.99
3489,129,59,1,8779,7.99
3490,129,271,2,8780,5.99
3491,129,62,2,8781,2.99
3492,129,458,1,8782,0.99
3493,129,331,1,8783,2.99
3494,129,432,2,8784,2.99
3495,129,201,2,8785,4.99
3496,129,231,2,8786,3.99
3497,129,693,2,8787,4.99
3498,129,878,2,8788,10.99
3499,129,263,1,8789,4.99
3500,129,202,1,8790,4.99
3501,129,491,1,8791,0.99
3502,129,352,1,8792,0.99
3503,129,727,2,8793,1.99
3504,130,80,1,8794,2.99
3505,130,930,1,8795,2.99
3506,130,526,1,8796,2.99
3507,130,394,2,8797,2.99
3508,130,571,2,8798,2.99
3509,130,37,2,8799,2.99
3510,130,200,1,8800,2.99
3511,130,563,1,8801,6.99
3512,130,706,2,8802,4.99
3513,130,573,2,8803,4.99
3514,130,153,1,8804,3.99
3515,130,611,1,8805,4.99
3516,130,109,1,8806,0.99
3517,130,697,1,8807,0.99
3518,130,661,2,8808,4.99
3519,130,114,2,8809,5.99
3520,130,660,2,8810,2.99
3521,130,845,2,8811,5.99
3522,130,43,1,8812,2.99
3523,130,234,1,8813,2.99
3524,130,760,1,8814,6.99
3525,130,285,2,8815,0.99
3526,130,716,2,8816,5.99
3527,130,922,1,8817,4.99
3528,131,252,2,8818,2.99
3529,131,103,1,8819,4.99
3530,131,31,2,8820,7.99
3531,131,879,1,8821,9.99
3532,131,461,2,8822,4.99
3533,131,707,1,8823,2.99
3534,131,307,1,8824,4.99
3535,131,968,1,8825,4.99
3536,131,106,1,8826,2.99
3537,131,784,2,8827,2.99
3538,131,488,1,8828,3.99
3539,131,692,1,8829,2.99
3540,131,566,2,8830,0.99
3541,131,893,1,8831,6.99
3542,131,680,1,8832,8.99
3543,131,820,1,8833,3.99
3544,131,462,1,8834,2.99
3545,131,45,1,8835,4.99
3546,131,467,1,8836,1.99
3547,131,604,2,8837,0.99
3548,131,322,1,8838,2.99
3549,131,899,1,8839,0.99
3550,131,882,2,8840,0.99
3551,131,654,1,8841,9.99
3552,131,805,2,8842,6.99
3553,131,991,2,8843,7.99
3554,131,612,2,8844,2.99
3555,131,552,1,8845,0.99
3556,131,999,2,5927,2.99
3557,131,137,1,8846,2.99
3558,132,595,1,8847,0.99
3559,132,510,1,8848,4.99
3560,132,741,1,8849,0.99
3561,132,353,2,8850,2.99
3562,132,127,2,8851,4.99
3563,132,174,1,8852,4.99
3564,132,149,1,8853,0.99
3565,132,137,2,8854,2.99
3566,132,408,1,8855,4.99
3567,132,554,1,8856,4.99
3568,132,265,1,8857,5.99
3569,132,383,2,8858,0.99
3570,132,89,1,8859,2.99
3571,132,20,2,8860,5.99
3572,132,348,1,8861,0.99
3573,132,357,2,8862,1.99
3574,132,893,1,8863,6.99
3575,132,796,1,8864,1.99
3576,132,696,2,8865,0.99
3577,132,531,1,8866,1.99
3578,132,484,2,8867,4.99
3579,132,851,1,8868,6.99
3580,132,473,2,8869,3.99
3581,132,484,1,8870,6.99
3582,132,840,2,8871,0.99
3583,132,23,2,8872,0.99
3584,132,427,2,8873,0.99
3585,132,135,1,8874,4.99
3586,133,374,1,8875,6.99
3587,133,850,2,8876,2.99
3588,133,53,2,8877,3.99
3589,133,989,2,8878,7.99
3590,133,366,1,8879,0.99
3591,133,142,2,8880,0.99
3592,133,324,2,8881,6.99
3593,133,937,2,8882,2.99
3594,133,229,1,8883,6.99
3595,133,584,2,8884,2.99
3596,133,230,2,8885,2.99
3597,133,979,1,8886,4.99
3598,133,733,1,8887,3.99
3599,133,835,1,8888,2.99
3600,133,630,1,8889,0.99
3601,133,274,2,8890,6.99
3602,133,616,2,5789,2.99
3603,133,79,1,8891,0.99
3604,133,204,2,8892,0.99
3605,133,786,1,8893,0.99
3606,133,683,1,8894,4.99
3607,133,165,1,8895,4.99
3608,133,235,2,8896,2.99
3609,133,291,1,8897,1.99
3610,133,56,2,8898,2.99
3611,133,206,2,8899,0.99
3612,133,670,1,8900,6.99
3613,134,79,1,8901,3.99
3614,134,245,2,8902,0.99
3615,134,345,1,8903,6.99
3616,134,995,2,8904,4.99
3617,134,818,1,8905,9.99
3618,134,830,2,8906,0.99
3619,134,34,2,8907,0.99
3620,134,247,1,8908,5.99
3621,134,127,1,8909,4.99
3622,134,605,2,8910,2.99
3623,134,494,1,8911,0.99
3624,134,471,2,8912,2.99
3625,134,803,2,8913,4.99
3626,134,282,2,8914,1.99
3627,134,369,1,8915,6.99
3628,134,402,1,8916,3.99
3629,134,70,1,8917,4.99
3630,134,307,2,8918,4.99
3631,134,902,1,8919,7.99
3632,134,800,2,8920,2.99
3633,134,693,2,8921,2.99
3634,134,684,2,8922,2.99
3635,134,836,2,8923,2.99
3636,135,887,1,8924,5.99
3637,135,228,2,8925,3.99
3638,135,687,2,8926,0.99
3639,135,833,2,8927,1.99
3640,135,793,2,8928,2.99
3641,135,870,1,8929,0.99
3642,135,871,2,8930,7.99
3643,135,269,1,8931,0.99
3644,135,573,1,8932,3.99
3645,135,391,1,8933,3.99
3646,135,40,1,8934,3.99
3647,135,403,2,8935,4.99
3648,135,574,1,8936,0.99
3649,135,392,1,8937,7.99
3650,135,598,1,8938,0.99
3651,135,311,1,8939,0.99
3652,135,654,2,8940,7.99
3653,135,314,1,8941,6.99
3654,135,409,2,8942,4.99
3655,135,367,2,8943,0.99
3656,135,213,1,8944,2.99
3657,135,601,1,8945,3.99
3658,135,599,2,8946,5.99
3659,135,244,1,8947,7.99
3660,135,784,1,8948,2.99
3661,135,890,1,8949,0.99
3662,135,309,1,8950,0.99
3663,135,59,2,8951,5.99
3664,135,535,2,8952,2.99
3665,135,625,1,5480,0.99
3666,136,356,2,8953,2.99
3667,136,678,2,8954,2.99
3668,136,562,1,8955,0.99
3669,136,55,1,8956,3.99
3670,136,376,2,8957,3.99
3671,136,448,1,8958,8.99
3672,136,886,2,8959,0.99
3673,136,823,2,8960,5.99
3674,136,897,2,8961,10.99
3675,136,484,1,8962,5.99
3676,136,717,2,8963,0.99
3677,136,614,2,8964,4.99
3678,136,673,2,8965,0.99
3679,136,329,1,8966,2.99
3680,136,843,1,8967,4.99
3681,137,704,1,8968,2.99
3682,137,434,1,8969,6.99
3683,137,181,1,8970,2.99
3684,137,208,2,8971,3.99
3685,137,601,1,8972,5.99
3686,137,818,2,8973,4.99
3687,137,429,2,8974,5.99
3688,137,408,2,8975,6.99
3689,137,374,1,8976,6.99
3690,137,977,2,8977,3.99
3691,137,22,1,8978,2.99
3692,137,647,1,8979,3.99
3693,137,468,1,8980,2.99
3694,137,385,1,8981,6.99
3695,137,717,2,8982,0.99
3696,137,596,1,8983,8.99
3697,137,215,1,8984,4.99
3698,137,220,2,8985,2.99
3699,137,421,1,8986,4.99
3700,137,722,2,8987,4.99
3701,137,570,2,8988,7.99
3702,137,455,1,8989,4.99
3703,137,135,1,8990,2.99
3704,137,804,1,8991,6.99
3705,137,215,2,8992,4.99
3706,137,287,2,8993,5.99
3707,137,690,2,8994,4.99
3708,137,478,1,8995,3.99
3709,137,101,2,8996,3.99
3710,137,150,1,8997,2.99
3711,137,382,1,8998,0.99
3712,137,676,1,8999,5.99
3713,137,532,1,9000,5.99
3714,137,512,1,9001,7.99
3715,137,444,2,9002,7.99
3716,137,747,1,9003,0.99
3717,137,649,2,9004,2.99
3718,137,172,2,9005,4.99
3719,137,904,1,9006,9.99
3720,138,415,1,9007,2.99
3721,138,746,1,9008,0.99
3722,138,850,2,9009,0.99
3723,138,920,2,9010,0.99
3724,138,917,1,9011,7.99
3725,138,782,2,9012,2.99
3726,138,345,1,9013,0.99
3727,138,812,1,9014,1.99
3728,138,86,1,9015,4.99
3729,138,616,1,9016,2.99
3730,138,344,1,9017,0.99
3731,138,333,1,9018,2.99
3732,138,432,1,9019,2.99
3733,138,488,2,9020,4.99
3734,138,534,2,9021,3.99
3735,138,80,1,9022,3.99
3736,138,19,2,9023,1.99
3737,138,377,1,9024,0.99
3738,138,260,1,9025,9.99
3739,138,890,1,9026,0.99
3740,138,964,2,9027,4.99
3741,138,604,1,9028,3.99
3742,138,239,1,9029,5.99
3743,138,944,1,9030,4.99
3744,138,601,1,9031,0.99
3745,138,423,1,9032,0.99
3746,138,928,2,9033,2.99
3747,138,463,2,9034,2.99
3748,138,436,1,9035,1.99
3749,138,499,2,9036,4.99
3750,138,686,2,9037,4.99
3751,138,330,1,9038,4.99
3752,138,757,1,9039,2.99
3753,138,976,1,9040,0.99
3754,139,236,2,9041,2.99
3755,139,825,1,9042,2.99
3756,139,12,1,9043,0.99
3757,139,971,2,9044,7.99
3758,139,269,2,9045,0.99
3759,139,649,2,9046,2.99
3760,139,716,2,9047,2.99
3761,139,979,2,9048,7.99
3762,139,156,1,9049,6.99
3763,139,678,1,9050,6.99
3764,139,776,1,9051,6.99
3765,139,531,2,7231,0.99
3766,139,850,1,9052,0.99
3767,139,73,2,9053,5.99
3768,139,733,2,9054,2.99
3769,139,683,2,9055,4.99
3770,139,380,1,9056,2.99
3771,139,496,1,9057,6.99
3772,139,109,2,9058,3.99
3773,139,46,2,9059,5.99
3774,139,417,1,9060,2.99
3775,139,397,1,9061,2.99
3776,139,483,2,9062,2.99
3777,139,960,1,9063,2.99
3778,139,2,1,9064,9.99
3779,139,569,1,9065,3.99
3780,139,355,1,9066,0.99
3781,140,167,1,9067,4.99
3782,140,806,1,9068,2.99
3783,140,465,2,9069,6.99
3784,140,623,2,9070,0.99
3785,140,239,1,9071,4.99
3786,140,169,1,9072,9.99
3787,140,810,2,9073,0.99
3788,140,890,1,9074,2.99
3789,140,81,1,9075,4.99
3790,140,592,1,9076,4.99
3791,140,839,1,9077,0.99
3792,140,73,1,9078,6.99
3793,140,488,2,9079,3.99
3794,140,864,1,9080,4.99
3795,140,123,1,9081,4.99
3796,140,444,2,9082,10.99
3797,140,476,1,9083,2.99
3798,140,329,1,9084,2.99
3799,141,621,2,9085,2.99
3800,141,179,2,9086,7.99
3801,141,972,2,9087,7.99
3802,141,499,1,9088,4.99
3803,141,623,1,9089,1.99
3804,141,194,2,9090,0.99
3805,141,183,1,9091,5.99
3806,141,473,2,9092,2.99
3807,141,882,1,9093,0.99
3808,141,224,2,9094,4.99
3809,141,343,2,9095,2.99
3810,141,8,1,9096,4.99
3811,141,472,2,9097,7.99
3812,141,92,1,9098,4.99
3813,141,188,2,9099,2.99
3814,141,25,1,9100,3.99
3815,141,681,1,9101,1.99
3816,141,84,1,9102,4.99
3817,141,328,1,9103,2.99
3818,141,491,1,9104,5.99
3819,141,245,1,9105,5.99
3820,141,49,1,9106,2.99
3821,141,235,2,9107,3.99
3822,141,349,2,9108,2.99
3823,141,509,1,9109,0.99
3824,141,373,2,9110,2.99
3825,141,680,2,9111,4.99
3826,141,444,2,9112,7.99
3827,141,160,1,9113,2.99
3828,141,28,1,9114,4.99
3829,141,602,1,9115,0.99
3830,141,56,1,9116,2.99
3831,142,971,2,9117,8.99
3832,142,924,1,9118,0.99
3833,142,973,1,9119,9.99
3834,142,795,1,9120,1.99
3835,142,169,1,9121,2.99
3836,142,218,2,9122,2.99
3837,142,434,2,9123,4.99
3838,142,683,1,9124,4.99
3839,142,855,1,9125,0.99
3840,142,773,1,9126,2.99
3841,142,693,2,9127,2.99
3842,142,101,2,9128,4.99
3843,142,370,1,9129,7.99
3844,142,135,1,9130,2.99
3845,142,968,1,9131,5.99
3846,142,973,2,9132,5.99
3847,142,750,2,9133,5.99
3848,142,625,1,9134,0.99
3849,142,176,1,9135,0.99
3850,142,280,2,9136,0.99
3851,142,494,1,9137,0.99
3852,142,512,2,9138,4.99
3853,142,738,2,9139,0.99
3854,142,400,2,9140,2.99
3855,142,525,1,9141,1.99
3856,142,647,1,5480,0.99
3857,143,783,1,9142,2.99
3858,143,437,1,9143,2.99
3859,143,630,2,9144,1.99
3860,143,58,1,9145,4.99
3861,143,319,2,9146,3.99
3862,143,730,1,9147,0.99
3863,143,791,1,9148,4.99
3864,143,680,1,9149,7.99
3865,143,998,2,9150,0.99
3866,143,354,1,9151,7.99
3867,143,389,2,9152,6.99
3868,143,708,2,9153,4.99
3869,143,870,1,9154,0.99
3870,143,374,1,9155,0.99
3871,143,623,2,9156,1.99
3872,143,269,1,9157,0.99
3873,143,214,1,9158,6.99
3874,143,805,2,9159,6.99
3875,143,514,1,9160,2.99
3876,143,817,2,9161,4.99
3877,143,470,1,9162,5.99
3878,143,212,1,9163,4.99
3879,144,514,1,9164,2.99
3880,144,305,2,9165,2.99
3881,144,8,1,9166,5.99
3882,144,942,1,9167,0.99
3883,144,719,1,9168,4.99
3884,144,109,2,9169,4.99
3885,144,478,1,9170,2.99
3886,144,380,1,9171,2.99
3887,144,953,1,9172,6.99
3888,144,23,2,9173,3.99
3889,144,733,2,9174,0.99
3890,144,210,2,9175,8.99
3891,144,694,2,9176,7.99
3892,144,853,2,9177,7.99
3893,144,659,2,9178,7.99
3894,144,327,2,9179,9.99
3895,144,725,2,9180,5.99
3896,144,391,2,9181,2.99
3897,144,981,1,9182,0.99
3898,144,220,1,9183,3.99
3899,144,755,2,9184,5.99
3900,144,406,1,9185,0.99
3901,144,842,1,9186,7.99
3902,144,281,1,9187,3.99
3903,144,578,2,9188,4.99
3904,144,335,2,9189,0.99
3905,144,233,1,9190,0.99
3906,144,411,1,9191,4.99
3907,144,706,1,9192,5.99
3908,144,37,1,9193,4.99
3909,144,561,1,9194,2.99
3910,144,159,2,9195,6.99
3911,144,527,1,9196,7.99
3912,144,93,1,9197,4.99
3913,144,72,2,9198,2.99
3914,144,714,2,9199,2.99
3915,144,664,1,9200,3.99
3916,144,403,2,9201,6.99
3917,144,621,2,9202,2.99
3918,144,709,2,9203,2.99
3919,144,866,1,9204,1.99
3920,144,757,1,9205,7.99
3921,145,982,1,9206,0.99
3922,145,527,2,9207,4.99
3923,145,901,2,9208,0.99
3924,145,823,1,9209,5.99
3925,145,805,2,9210,8.99
3926,145,2,1,9211,4.99
3927,145,456,2,9212,6.99
3928,145,788,1,9213,2.99
3929,145,351,2,9214,2.99
3930,145,675,2,9215,2.99
3931,145,524,1,9216,1.99
3932,145,696,2,9217,0.99
3933,145,193,2,9218,2.99
3934,145,796,1,9219,7.99
3935,145,816,2,9220,0.99
3936,145,493,1,9221,0.99
3937,145,380,1,9222,2.99
3938,145,732,2,9223,0.99
3939,145,723,2,9224,4.99
3940,145,624,2,9225,5.99
3941,145,49,2,9226,2.99
3942,145,872,1,9227,2.99
3943,145,912,2,9228,2.99
3944,145,369,2,9229,7.99
3945,145,245,1,9230,3.99
3946,145,555,2,9231,0.99
3947,145,311,2,9232,5.99
3948,145,596,2,9233,6.99
3949,146,805,2,9234,7.99
3950,146,115,1,9235,4.99
3951,146,327,2,9236,7.99
3952,146,12,2,9237,1.99
3953,146,800,2,9238,2.99
3954,146,434,1,9239,3.99
3955,146,468,1,9240,2.99
3956,146,40,1,9241,0.99
3957,146,804,1,9242,4.99
3958,146,941,1,9243,6.99
3959,146,145,2,9244,4.99
3960,146,938,1,9245,7.99
3961,146,251,2,9246,6.99
3962,146,202,1,9247,4.99
3963,146,886,1,9248,0.99
3964,146,376,2,9249,3.99
3965,146,936,2,9250,7.99
3966,146,368,1,9251,2.99
3967,146,677,2,9252,0.99
3968,146,58,2,9253,5.99
3969,146,139,1,9254,4.99
3970,146,20,1,9255,4.99
3971,146,199,1,9256,7.99
3972,146,690,1,9257,2.99
3973,146,961,1,9258,4.99
3974,146,17,1,9259,4.99
3975,146,867,2,9260,4.99
3976,146,559,2,9261,2.99
3977,146,403,1,9262,6.99
3978,147,504,1,9263,0.99
3979,147,748,1,9264,0.99
3980,147,383,1,9265,0.99
3981,147,120,1,9266,6.99
3982,147,25,2,9267,2.99
3983,147,956,2,9268,5.99
3984,147,591,2,9269,7.99
3985,147,3,2,9270,2.99
3986,147,461,2,9271,0.99
3987,147,355,2,9272,0.99
3988,147,353,1,9273,2.99
3989,147,132,1,9274,0.99
3990,147,114,2,9275,0.99
3991,147,838,2,9276,4.99
3992,147,569,2,9277,2.99
3993,147,18,2,9278,0.99
3994,147,718,1,9279,0.99
3995,147,234,1,9280,2.99
3996,147,794,2,9281,0.99
3997,147,263,1,9282,7.99
3998,147,704,2,9283,8.99
3999,147,694,1,9284,4.99
4000,147,244,1,9285,4.99
4001,147,992,2,9286,4.99
4002,147,425,2,9287,3.99
4003,147,960,2,9288,4.99
4004,147,97,1,9289,0.99
4005,147,477,2,9290,0.99
4006,147,730,2,9291,4.99
4007,147,511,1,9292,2.99
4008,147,31,2,9293,4.99
4009,147,827,2,9294,4.99
4010,147,210,1,9295,8.99
4011,147,481,2,9296,6.99
4012,148,694,1,9297,4.99
4013,148,387,1,9298,1.99
4014,148,815,2,9299,6.99
4015,148,285,2,9300,3.99
4016,148,331,2,9301,3.99
4017,148,275,2,9302,5.99
4018,148,552,1,9303,0.99
4019,148,301,1,9304,0.99
4020,148,37,1,9305,2.99
4021,148,724,1,9306,2.99
4022,148,75,1,9307,4.99
4023,148,776,1,9308,4.99
4024,148,610,1,9309,1.99
4025,148,614,1,9310,8.99
4026,148,21,2,9311,10.99
4027,148,39,1,9312,0.99
4028,148,543,2,9313,4.99
4029,148,506,1,9314,9.99
4030,148,708,2,9315,4.99
4031,148,4,2,9316,3.99
4032,148,857,1,9317,4.99
4033,148,817,2,9318,4.99
4034,148,680,2,9319,4.99
4035,148,639,1,9320,5.99
4036,148,645,1,9321,2.99
4037,148,374,1,9322,1.99
4038,148,957,1,9323,4.99
4039,148,422,2,9324,4.99
4040,148,908,2,9325,6.99
4041,148,579,1,9326,10.99
4042,148,770,1,9327,2.99
4043,148,831,2,9328,0.99
4044,148,863,2,9329,3.99
4045,148,648,1,9330,6.99
4046,148,90,1,9331,6.99
4047,148,345,1,9332,0.99
4048,148,167,1,9333,4.99
4049,148,823,2,9334,6.99
4050,148,166,2,9335,2.99
4051,148,736,2,9336,0.99
4052,148,465,2,9337,5.99
4053,148,231,2,9338,2.99
4054,148,980,2,9339,4.99
4055,148,414,2,9340,8.99
4056,148,606,1,9341,3.99
4057,148,709,2,9342,3.99
4058,149,239,1,9343,4.99
4059,149,937,2,9344,2.99
4060,149,447,1,9345,2.99
4061,149,676,2,9346,6.99
4062,149,397,2,9347,4.99
4063,149,135,1,9348,5.99
4064,149,537,2,9349,7.99
4065,149,85,1,9350,0.99
4066,149,452,1,9351,2.99
4067,149,791,1,9352,6.99
4068,149,235,1,9353,3.99
4069,149,423,1,9354,0.99
4070,149,999,1,9355,2.99
4071,149,764,1,9356,10.99
4072,149,580,1,9357,4.99
4073,149,847,2,9358,5.99
4074,149,143,2,9359,4.99
4075,149,702,1,9360,6.99
4076,149,602,2,9361,2.99
4077,149,385,2,9362,7.99
4078,149,149,2,9363,0.99
4079,149,43,1,9364,2.99
4080,149,488,1,9365,4.99
4081,149,585,1,9366,3.99
4082,149,911,2,9367,4.99
4083,149,921,2,9368,2.99
4084,150,254,1,9369,3.99
4085,150,646,1,9370,2.99
4086,150,4,1,9371,3.99
4087,150,949,2,9372,1.99
4088,150,248,1,9373,5.99
4089,150,117,1,9374,6.99
4090,150,638,1,9375,2.99
4091,150,239,2,9376,4.99
4092,150,681,1,9377,2.99
4093,150,557,1,9378,2.99
4094,150,418,2,9379,2.99
4095,150,187,2,9380,6.99
4096,150,298,2,9381,6.99
4097,150,609,2,9382,2.99
4098,150,823,2,9383,2.99
4099,150,270,1,9384,1.99
4100,150,839,2,9385,0.99
4101,150,338,1,9386,6.99
4102,150,244,2,9387,8.99
4103,150,738,1,9388,2.99
4104,150,733,2,9389,5.99
4105,150,901,2,9390,0.99
4106,150,542,2,9391,2.99
4107,150,989,2,9392,9.99
4108,150,511,1,9393,0.99
4109,151,239,2,9394,4.99
4110,151,673,2,9395,5.99
4111,151,756,2,9396,2.99
4112,151,937,2,9397,2.99
4113,151,552,1,9398,3.99
4114,151,118,2,9399,0.99
4115,151,443,2,9400,2.99
4116,151,296,1,9401,2.99
4117,151,594,2,9402,0.99
4118,151,748,2,9403,3.99
4119,151,697,2,9404,0.99
4120,151,966,1,9405,0.99
4121,151,382,2,9406,3.99
4122,151,911,1,9407,4.99
4123,151,229,1,9408,4.99
4124,151,208,1,9409,2.99
4125,151,702,1,9410,2.99
4126,151,915,1,9411,4.99
4127,151,626,1,9412,2.99
4128,151,4,2,9413,2.99
4129,151,796,2,9414,0.99
4130,151,274,1,9415,5.99
4131,151,725,1,9416,4.99
4132,151,504,2,9417,3.99
4133,151,655,1,9418,4.99
4134,151,483,1,9419,2.99
4135,151,681,2,9420,2.99
4136,152,255,2,9421,4.99
4137,152,127,1,9422,4.99
4138,152,45,1,9423,4.99
4139,152,959,2,9424,2.99
4140,152,985,1,9425,7.99
4141,152,239,1,9426,4.99
4142,152,525,1,9427,0.99
4143,152,53,1,9428,2.99
4144,152,370,1,9429,5.99
4145,152,500,1,9430,6.99
4146,152,749,2,9431,6.99
4147,152,218,2,9432,0.99
4148,152,609,1,9433,2.99
4149,152,21,1,9434,4.99
4150,152,766,2,9435,1.99
4151,152,987,1,9436,4.99
4152,152,335,2,9437,0.99
4153,152,810,1,9438,0.99
4154,152,697,1,9439,0.99
4155,152,317,2,9440,4.99
4156,152,805,2,5480,4.99
4157,153,295,1,9441,0.99
4158,153,19,1,9442,0.99
4159,153,88,1,9443,4.99
4160,153,912,1,9444,5.99
4161,153,54,1,9445,0.99
4162,153,383,1,9446,0.99
4163,153,381,1,9447,5.99
4164,153,730,2,9448,5.99
4165,153,786,2,9449,0.99
4166,153,722,2,9450,0.99
4167,153,227,2,9451,9.99
4168,153,484,2,9452,7.99
4169,153,218,2,9453,0.99
4170,153,13,2,9454,4.99
4171,153,190,2,9455,4.99
4172,153,951,1,9456,1.99
4173,153,704,1,9457,3.99
4174,153,202,1,9458,4.99
4175,153,956,1,9459,4.99
4176,153,45,1,9460,4.99
4177,153,117,1,9461,4.99
4178,153,650,2,9462,0.99
4179,153,214,2,9463,7.99
4180,153,816,1,9464,1.99
4181,154,975,1,9465,5.99
4182,154,698,2,9466,7.99
4183,154,90,2,9467,5.99
4184,154,423,1,9468,0.99
4185,154,381,1,9469,4.99
4186,154,24,1,9470,2.99
4187,154,777,2,9471,7.99
4188,154,534,2,9472,0.99
4189,154,222,2,9473,4.99
4190,154,104,1,9474,2.99
4191,154,666,1,9475,5.99
4192,154,600,1,9476,0.99
4193,154,234,2,9477,2.99
4194,154,218,1,9478,0.99
4195,154,683,2,9479,4.99
4196,154,938,1,9480,4.99
4197,154,7,1,9481,4.99
4198,154,610,2,9482,1.99
4199,154,219,2,9155,7.99
4200,154,542,2,9483,2.99
4201,154,548,1,9484,6.99
4202,154,300,1,9485,4.99
4203,154,55,1,9486,5.99
4204,154,26,1,9487,0.99
4205,154,68,2,9488,4.99
4206,154,298,2,9489,2.99
4207,154,933,2,9490,7.99
4208,154,883,1,9491,6.99
4209,154,717,1,9492,0.99
4210,154,150,1,9493,2.99
4211,155,483,1,9494,2.99
4212,155,341,2,9495,1.99
4213,155,156,1,9496,7.99
4214,155,973,1,9497,7.99
4215,155,294,1,9498,4.99
4216,155,510,2,9499,4.99
4217,155,822,1,9500,1.99
4218,155,409,1,9501,5.99
4219,155,70,1,9502,4.99
4220,155,44,2,9503,4.99
4221,155,199,1,9504,2.99
4222,155,698,1,9505,3.99
4223,155,201,1,9506,2.99
4224,155,685,2,9507,5.99
4225,155,502,2,9508,7.99
4226,155,292,1,9509,0.99
4227,155,731,1,9510,4.99
4228,155,305,2,9511,5.99
4229,155,300,1,9512,8.99
4230,155,895,2,9513,2.99
4231,155,391,1,9514,2.99
4232,155,434,2,9515,0.99
4233,155,89,1,9516,0.99
4234,155,445,2,5480,7.98
4235,155,139,1,5480,0.00
4236,156,244,2,9517,6.99
4237,156,466,1,9518,4.99
4238,156,878,2,9519,9.99
4239,156,852,2,9520,0.99
4240,156,723,1,9521,4.99
4241,156,796,1,9522,0.99
4242,156,122,2,9523,2.99
4243,156,715,2,9524,4.99
4244,156,657,1,9525,2.99
4245,156,176,2,9526,0.99
4246,156,207,2,9527,6.99
4247,156,837,2,9528,2.99
4248,156,313,2,9529,4.99
4249,156,670,1,9530,6.99
4250,156,593,1,9531,0.99
4251,156,329,2,9532,6.99
4252,156,262,2,9533,2.99
4253,156,292,1,9534,5.99
4254,156,130,2,9535,0.99
4255,156,609,2,9536,2.99
4256,156,450,2,9537,2.99
4257,156,91,1,9538,1.99
4258,156,739,2,9539,4.99
4259,156,948,1,9540,0.99
4260,156,35,1,9541,6.99
4261,157,953,2,9542,0.99
4262,157,28,1,9543,4.99
4263,157,416,2,9544,0.99
4264,157,945,1,9545,0.99
4265,157,737,1,9546,5.99
4266,157,835,2,9547,3.99
4267,157,457,1,9548,0.99
4268,157,450,1,9549,4.99
4269,157,724,1,9550,2.99
4270,157,158,2,9551,2.99
4271,157,767,2,9552,4.99
4272,157,417,2,9553,0.99
4273,157,164,2,9554,0.99
4274,157,963,2,9555,0.99
4275,157,776,2,9556,4.99
4276,157,555,1,9557,0.99
4277,157,331,1,9558,4.99
4278,157,609,2,9559,2.99
4279,157,887,2,9560,4.99
4280,157,900,1,9561,2.99
4281,157,244,1,9562,4.99
4282,157,745,2,9563,4.99
4283,157,650,2,9564,4.99
4284,157,884,1,9565,5.99
4285,157,426,1,9566,6.99
4286,157,492,1,9567,0.99
4287,157,912,1,9568,4.99
4288,157,587,1,9569,4.99
4289,157,588,1,9570,6.99
4290,157,428,1,9571,2.99
4291,157,570,2,9572,4.99
4292,158,668,2,9573,4.99
4293,158,397,1,9574,5.99
4294,158,741,1,9575,0.99
4295,158,239,2,9576,4.99
